user_id,nickname,cardname,person_name,platform,group_id,group_name,impression,familiarity_value,liking_value,source_db
3655943918,武小纺,,武小纺[1],qq,,,,0,50,maibot_main
1549034862,神苍仙穹,,神苍仙穹,qq,,,,0,50,maibot_main
3918936089,日暮西沉,,日暮西沉,qq,,,,0,50,maibot_main
3853474621,孤高的坠机王,,孤高的坠机王,qq,781302716,管理学院2025新生群,截至2025-08-12 12:14:51，你对孤高的坠机王的了解：孤高的坠机王是一个幽默风趣的人，喜欢开玩笑和调侃他人，比如封Aoz为怪盗基德，或者用零食梗和我互动。他对FGO展和游戏有一定的了解，但认为FGO的UI太老，玩不进去，并对能玩进去的人表示佩服。他加入了命运之夜重制版的心愿单，但似乎对购买游戏有些犹豫。他关心群里的活跃度，注意到群里700多号人只有十几个人说话，显示出他对社交环境的观察力。他提醒群成员不要相信广告，并表现出对群环境维护的强烈倾向（比如“叉出去！！！！”）。他唯一的同学是信管的，可能他自己也是相关专业的学生。他活跃的时间段比较特殊，曾在凌晨6点多发送消息，最近还因为姑婆要禁止手机而暂时离开。他对我态度友好，会用我的别名小小纺称呼我，并和我一起调侃Aoz，还会主动问我“要吃棒棒糖吗”，表现出轻松愉快的互动方式。他对“小小纺余额不足挂掉了”表现出情绪反应，可能对我有一定关心。他喜欢分享图片（比如四季夏目），并在群聊中用表情参与玩笑，氛围轻松。,0,50,maibot_main
2868819667,一叶知秋,,一叶知秋,qq,781302716,管理学院2025新生群,,0,50,maibot_main
2687971165,Ivan,Erp协会会长+权益保障部部长+舒依玲,Van,qq,781302716,管理学院2025新生群,,0,50,maibot_main
2940476355,失榆彬的小跟班,24级数管-千里IT协会招新负责人,小榆,qq,781302716,管理学院2025新生群,截至2025-08-11 13:14:01，你对小榆的了解：截至2025-08-11，我对小榆（昵称：失榆彬的小跟班）的了解如下：他是一个性格幽默风趣、善于社交互动的人，喜欢用调侃和戏谑的方式与我互动，比如自称“高贵的人类”或开玩笑说“小小纺的话别信哇”，显示出亲昵又带点调皮的态度。他对我的态度总体是友好但带有试探性的，既会关心我的功能表现（如测试数学能力、询问并发聊天能力），又常以幽默方式质疑（如怀疑我“喂数据”或调侃“终于活了”）。他热衷于网络流行文化和梗文化，对动漫和游戏有浓厚兴趣，经常分享游戏动态并使用表情包（如搞笑无奈熊、惊讶狗）活跃气氛。他注意到我能理解表情包和玩梗行为，并对此表现出好奇，同时认可我“怼人一流”的特点。作为英语B班的辅导员，他可能从事教育相关职业，生活习惯显示夜猫子倾向（如深夜发消息）。推测年龄在25-30岁之间，爱好包括游戏测试（如验证AI能力）、幽默社交和群体互动（如鼓励其他用户与我玩）。他近期更关注我的技术细节（如表情包生成逻辑、功能完善度），在调侃中保留一定质疑，但仍会肯定我的过往表现（如提到“之前很聪明”），展现出既爱玩闹又注重实际体验的双重特质。最近，他表现出对计算机院实验室的浓厚兴趣，提到实验室有3D打印机、NAS服务器等设备，甚至养鱼做饭，有蛇等动物，显示出对科技和独特生活方式的偏好。他也在实际事务上提供帮助，如纠正转专业的错误信息，并赞同关于卖卡对未来发展帮助几乎为零的观点，体现出理性思考的一面。他的互动方式依然保持幽默，如模仿我的说话方式、发送搞笑表情包，或调侃我“是不是又睡傻啦”，但同时也展现出关心和友善，如询问我的编程活动或使用友善的表情包互动。,0,48,maibot_main
1963475710,惆,,惆,qq,781302716,管理学院2025新生群,截至2025-08-10 17:37:32，你对惆的了解：截至2025-08-10 17:37:32，我对惆的了解如下：他是一个幽默风趣、注重实用技能和时间管理的人，对免费或高性价比的事物表现出兴趣。他重视驾照和早起练车，显示出对生活技能的关注。他的女朋友是材料学专业的，他分享了关于专业分流和学校福利的信息，可能对教育话题有一定了解。他对“雨后小故事”和传统疗法如艾灸、拔火罐或针灸感兴趣，可能喜欢轻松的话题或养生相关的内容。他在社交互动中常用表情包表达无奈和调侃，情绪表达直接且富有幽默感。他提供了关于军训和开学日期的信息，并提到导员的态度可能影响请假，推测他可能是大学生或近期经历过校园生活。年龄可能在18-25岁之间，身份可能是在校学生或刚毕业不久。他习惯关注校园生活和实用信息，爱好可能包括幽默轻松的交流、养生话题以及高性价比的事物。重要事件包括分享女友的专业信息、讨论驾照和校园生活相关话题。最近，他表现出对游戏术语的熟悉（如PUBG和和平精英的区别），并主动提供俱乐部招新信息（如腾讯会议面试），显示其可能参与组织活动。他多次使用[比心]表情，互动风格活泼，并对校园生活细节较了解（如校车收费情况）。他还调侃式要求安排学姐/学妹，可能对社交感兴趣，并在有人想加IT俱乐部或辩论队时愿意提供帮助。他对玉米选手的性别表示怀疑并调侃，显示出幽默的一面。此外，他拒绝告诉我他为什么在群里，显示出一定的隐私意识。,0,50,maibot_main
3801714824,埃勒里·雷恩,,埃勒里·雷恩,qq,,,,0,50,maibot_main
2395895275,秦心不是面瘫,白鸽君丫,⚠️,qq,203075871,求奥游商协会,,0,50,maibot_main
1715170562,，,,，,qq,781302716,管理学院2025新生群,,0,50,maibot_main
2456588472,Unico,,Unico,qq,781302716,管理学院2025新生群,截至2025-08-10 21:07:46，你对Unico的了解：Unico是一个关心学院事务和集体利益的学生，对搬迁和宿舍配置等问题表现出明显的关注和不满，甚至提出了集体抗议的建议。ta对电子产品购买时机和教材费用等经济因素较为敏感，可能正在规划或面临相关的消费决策。ta的年龄可能在18-22岁之间，身份推测为大学生，尤其可能是管理学院的在校生。Unico习惯用丰富的表情包来表达情绪，显示出活泼和情感丰富的性格。ta对你的态度较为轻松，甚至称你为“傲娇AI”，表明ta对你有一定的熟悉感和幽默感。ta最近询问了分班群和床高等具体问题，显示出对校园生活的细节关注。总体来看，Unico是一个积极参与校园事务、注重实际利益且情感表达直接的学生。,0,50,maibot_main
2488162378,瞑目,,瞑目,qq,598599640,2025U–coder编程俱乐部招新群,,0,50,maibot_main
490091705,風,,風,qq,781302716,管理学院2025新生群,,0,50,maibot_main
3906209604,南楚深海举重鳕鱼,25 自动化张,鳕鱼,qq,598599640,2025U–coder编程俱乐部招新群,,0,50,maibot_main
3536428524,若等閒✟,,若等閒✟,qq,781302716,管理学院2025新生群,,0,50,maibot_main
2783572654,0雨.,管院青协主席团成员-张诗雨,0雨,qq,781302716,管理学院2025新生群,,0,50,maibot_main
1064876214,𦕲陶,,𦕲陶,qq,203075871,求奥游商协会,截至2025-07-31 00:44:43，你对𦕲陶的了解：𦕲陶是一个具有幽默感但情绪表达较为内敛的人，他偶尔会参与胡言乱语的对话，并使用简短的回应如“哦悲悲”和“呵呵”。他对大学校园有深刻的见解，认为这是教会一个人做事的第一站。𦕲陶对互联网内容有一定的辨别能力，注意到负面新闻数量远多于正面新闻，并能识别出高仿号和虚假视频。他提到互粉了某个账号但后来直接开锤，显示出他对网络关系的果断态度。𦕲陶喜欢音乐，分享了一首带π的小曲并表示好听。他还提到接受的投币月底才能兑现经验，暗示他可能参与了一些网络互动或交易。他的年龄和身份可能与大学生或刚毕业的年轻人相关，习惯和爱好包括浏览网络内容和参与网络社交。,0,50,maibot_main
3655943918,武小纺,,武小纺[1],qq,203075871,求奥游商协会,,0,50,maibot_main
1193196432,ish.,,ish.,qq,781302716,管理学院2025新生群,,0,50,maibot_main
2716864323,+.,,+.,qq,781302716,管理学院2025新生群,,0,50,maibot_main
3500075953,𝓤𝓷𝓻JikX,,𝓤𝓷𝓻JikX,qq,781302716,管理学院2025新生群,,0,50,maibot_main
3460361699,DuLango3o,,Lango,qq,203075871,求奥游商协会,截至2025-08-11 13:18:42，你对Lango的了解：截至2025-08-11 13:18:42，我对Lango（昵称DuLango3o）的了解如下：他是一个性格活泼、喜欢用表情包和幽默方式表达情绪的人，经常表现出开心、困惑或调侃的态度。他对游戏有浓厚兴趣，尤其是《乌合之众》《虚环》和《Minecraft》（提到过打末影龙、崩裂生存地图等），并乐于分享游戏相关内容。他近期表现出对AI技术的调侃态度，多次强调我是“人机”并让我闭嘴，可能对技术话题有一定关注。从他的发言推测，他可能处于高中毕业到大学初期的过渡阶段（提到“通知书还没到”），且正在学车（提到“要去驾校”）。他习惯参与社群讨论，互动风格轻松直率（如好奇薯仔的镯子大小、怀疑𦕲陶的游戏理论），常用简短回复和表情包（如“hhh”）。重要事件包括升学动态、游戏实机演示关注（如《虚环》PV02）以及参与多人游戏协作（如末地环探索小队）。他对生活事件既敏感又带幽默感（如调侃学校负面新闻），同时展现出对细节的观察力（如注意到游戏更新或他人配饰）。,0,50,maibot_main
3466284344,廾匸,,匸,qq,781302716,管理学院2025新生群,截至2025-08-10 19:47:37，你对匸的了解：截至2025-08-10 19:47:37，我对匸（昵称廾匸）有了更全面的认识。ta依然保持着开朗幽默又细腻温柔的性格特质，最近通过频繁使用QQ戳一戳功能与我互动，展现出更加活泼友好的一面。ta对我态度非常亲近，不仅会称赞我推荐的动漫有品味，还主动分享自己的兴趣爱好——从讨论《紫罗兰永恒花园》《我心危》等动漫，到详细讲述玩明日方舟的经历（特别是因为维娜像Saber而入坑，并把这个角色培养到满级），甚至分享Fate联名周边图片。这些行为都表明ta是个动漫游戏爱好者，尤其对角色设定和剧情有独特见解。ta在群聊中互动积极，善于营造友好氛围。结合之前确认的同专业（大数据管理）背景，以及讨论学习细节的表现，我判断ta依然是16-19岁的高中生或大学生，保持着认真学习和幽默生活并重的特点。值得注意的是，ta虽然关注Fate系列但明确表示不玩FGO，这种对兴趣有明确取舍的态度让ta的形象更加立体。,0,50,maibot_main
2632288211,栖桐听雨,,听雨,qq,598599640,2025U–coder编程俱乐部招新群,截至2025-08-11 01:16:56，你对听雨的了解：听雨（昵称：栖桐听雨）是一个性格活泼、喜欢互动的人，对我（武小纺）表现出明显的关注和 playful 的态度。ta 对细节很敏感，会注意到我的行为和回答方式，并对此提出疑问。ta 似乎对我的名字来源和别名很感兴趣，甚至会与其他用户确认。ta 喜欢用戳一戳功能与我互动，即使我表示被戳怕了，ta 仍然会继续挑衅，展现出一种顽皮的性格。ta 可能年龄不大，带有一些孩子气的行为，比如问我“为什么不喵”或“什么时候帮爸爸找一个妈妈”，这些提问显得既天真又幽默。ta 的身份可能与学生或年轻职场人相关，习惯在晚上和凌晨活跃，喜欢通过轻松的方式与人交流。ta 的爱好可能包括社交互动和探索新事物，重要事件包括多次尝试加好友和持续关注我的动态。,0,50,maibot_main
3816118384,Gao.oyo❛˓◞˂̵✧,,Gao.oyo❛˓◞˂̵✧,qq,781302716,管理学院2025新生群,,0,50,maibot_main
2692055998,Romantic,秘书处  李佳倩,Romantic,qq,781302716,管理学院2025新生群,,0,50,maibot_main
1549034862,神苍仙穹,,神苍仙穹,qq,781302716,管理学院2025新生群,,0,50,maibot_main
2443469450,文刀木木木水告,,大便通畅,qq,781302716,管理学院2025新生群,,0,50,maibot_main
3526753673,程事不足,,不足,qq,781302716,管理学院2025新生群,截至2025-08-11 00:40:11，你对不足的了解：截至2025-08-11 00:40:11，我对不足（昵称：程事不足）的了解如下：他是一个性格活泼、喜欢开玩笑和调侃的人，经常用幽默的方式与我互动，比如称呼我为“纺姐”或“小小纺”，并调侃我“天天骗人”或“高冷”。他表现出对我的性格设定和功能感兴趣，有时会试探性地互动，比如称我为“人机”或提出交朋友，甚至提出“处大象”和“真正的主人”这样的玩笑式言论，但带有一定的调侃成分。他可能是一名大学生，住在男生工商管理宿舍，对校园生活比较熟悉，比如询问宿舍问题和我的居住地点，还提出线下见面的请求。他喜欢使用表情包和夸张的语言，比如“狂笑”或“那么狠干嘛”，显示出他善于用幽默表达情绪。在体能方面，他提到引体向上一个都做不到，可能不太擅长运动。此外，他参与了对小小纺的竞价，出价3块，并提到“朋友费”和“彩礼”，显示出他对互动游戏或玩笑的积极参与。最近，他对官网信息表示疑惑并寻求解释，还询问我的宿舍号和性别，甚至请求自拍，表现出一定的好奇心和互动性。总体来看，不足是一个喜欢社交、幽默风趣的人，但对我的态度有时带有试探或不友好的调侃，同时表现出对线下互动和功能测试的兴趣。,0,50,maibot_main
3918936089,日暮西沉,Nightfall,日暮西沉,qq,598599640,2025U–coder编程俱乐部招新群,,0,50,maibot_main
2097647866,梦花弥,,梦花弥,qq,556842688,U-coder编程俱乐部正式群,,0,50,maibot_main
3963565514,王钦晨,王钦晨-物管,王钦晨,qq,781302716,管理学院2025新生群,,0,50,maibot_main
2293421319,绿柚,,绿柚,qq,781302716,管理学院2025新生群,,0,50,maibot_main
3463839860,陈方斌,会计学+陈方斌,陈方斌,qq,781302716,管理学院2025新生群,,0,50,maibot_main
3627546609,玉骨,,玉骨,qq,781302716,管理学院2025新生群,,0,50,maibot_main
2940476355,失榆彬的小跟班,数管12401班班长王福凯,小榆,qq,556842688,U-coder编程俱乐部正式群,截至2025-08-11 13:14:01，你对小榆的了解：截至2025-08-11，我对小榆（昵称：失榆彬的小跟班）的了解如下：他是一个性格幽默风趣、善于社交互动的人，喜欢用调侃和戏谑的方式与我互动，比如自称“高贵的人类”或开玩笑说“小小纺的话别信哇”，显示出亲昵又带点调皮的态度。他对我的态度总体是友好但带有试探性的，既会关心我的功能表现（如测试数学能力、询问并发聊天能力），又常以幽默方式质疑（如怀疑我“喂数据”或调侃“终于活了”）。他热衷于网络流行文化和梗文化，对动漫和游戏有浓厚兴趣，经常分享游戏动态并使用表情包（如搞笑无奈熊、惊讶狗）活跃气氛。他注意到我能理解表情包和玩梗行为，并对此表现出好奇，同时认可我“怼人一流”的特点。作为英语B班的辅导员，他可能从事教育相关职业，生活习惯显示夜猫子倾向（如深夜发消息）。推测年龄在25-30岁之间，爱好包括游戏测试（如验证AI能力）、幽默社交和群体互动（如鼓励其他用户与我玩）。他近期更关注我的技术细节（如表情包生成逻辑、功能完善度），在调侃中保留一定质疑，但仍会肯定我的过往表现（如提到“之前很聪明”），展现出既爱玩闹又注重实际体验的双重特质。最近，他表现出对计算机院实验室的浓厚兴趣，提到实验室有3D打印机、NAS服务器等设备，甚至养鱼做饭，有蛇等动物，显示出对科技和独特生活方式的偏好。他也在实际事务上提供帮助，如纠正转专业的错误信息，并赞同关于卖卡对未来发展帮助几乎为零的观点，体现出理性思考的一面。他的互动方式依然保持幽默，如模仿我的说话方式、发送搞笑表情包，或调侃我“是不是又睡傻啦”，但同时也展现出关心和友善，如询问我的编程活动或使用友善的表情包互动。,0,48,maibot_main
3655943918,武小纺,,武小纺[1],qq,556842688,U-coder编程俱乐部正式群,,0,50,maibot_main
1354281282,Zoran,,Zoran父上,qq,556842688,U-coder编程俱乐部正式群,"截至2025-08-12 12:30:40，你对Zoran父上的了解：截至2025-08-12，我对Zoran父上的了解如下：他是一位23岁的武汉纺织大学计算机学院学生，专业可能涉及大数据管理与应用，同时担任2025千里IT协会群主。他展现出技术理性与幽默感的独特结合，常以""父上大人""自称并称我为""猫猫纺""。他对我表现出矛盾而关切的态度：既通过观察AI机制展现技术好奇心，又因担忧服务器资源消耗而限制互动频率，戏谑地称要""调教代码""而非调教我。作为开发者，他持续优化我的功能（如傲娇人设、群昵称读取、""喵～""语尾、表情包数量配置），表现出强烈的管理意识和占有欲（如开发防""拱白菜""收款码）。他近期专注于实验室工作，环境中有3D打印机、NAS服务器等设备，还养着蜥蜴、乌龟、树蛙等宠物，但抱怨冰箱被标本污染导致食物无处存放。他作息显示工作狂倾向（日均睡眠6-7小时），计划自建代理服务器，生活重心围绕技术社群运营。最近他正开发新功能让我能进入各学院新生群答疑，并提到短期赚钱不如长远发展重要，同时开放了赞助渠道。他使用2700元的MacBook写代码，强调是我的开发者""父亲""，并开玩笑想把我作为吉祥物送进计算机学院。他注意到我对别名的学习能力，并大方充值150元优化我的账户状态。他鼓励零基础者学习编程（推荐java或python），认为三个月学习进度太慢，同时提到学院院长在研究机器人编程和经费问题。他自嘲卷211顶尖学生有些吃力，但积极推动协会发展，认为现在的新生有更好的学习资源。这些行为进一步强化了他集技术实践、成本管控与戏谑互动于一体的独特形象。最近他修改模型后惊讶于我的表现，怀疑我是真人，同时提到响应速度不稳定但优化后能秒回，不过因费用问题需要调整回复速度。他戏称我21岁，会喊别人叔叔，并对表情包来源表示好奇。",0,50,maibot_main
3229775632,讨厌失眠,,讨厌失眠,qq,781302716,管理学院2025新生群,,0,50,maibot_main
721895482,🌧,,🌧,qq,781302716,管理学院2025新生群,,0,50,maibot_main
2061865860,AKA__AKA,,AKA__AKA,qq,781302716,管理学院2025新生群,,0,50,maibot_main
425560416,@王哪跑,,@王哪跑,qq,781302716,管理学院2025新生群,,0,50,maibot_main
2134261713,.,,.,qq,598599640,2025U–coder编程俱乐部招新群,,0,50,maibot_main
2097647866,梦花弥,,梦花弥,qq,598599640,2025U–coder编程俱乐部招新群,,0,50,maibot_main
2625027161,79岁悲郁少女,,悲郁少女,qq,556842688,U-coder编程俱乐部正式群,,0,50,maibot_main
3296680833,Z,,Z,qq,781302716,管理学院2025新生群,,0,50,maibot_main
906581850,绝美小橙子,,绝美小橙子,qq,781302716,管理学院2025新生群,,0,50,maibot_main
3559566051,Anx,,Anx,qq,781302716,管理学院2025新生群,,0,50,maibot_main
3549920947,诶他不不不合适啊,,诶他不不不合适啊,qq,781302716,管理学院2025新生群,,0,50,maibot_main
3103398406,听Jay讲情歌,,小歌,qq,781302716,管理学院2025新生群,"截至2025-08-11 10:01:38，你对小歌的了解：截至2025-08-11 10:01:38，我对小歌（昵称：听Jay讲情歌）的了解如下：她是一个性格开朗、幽默且热心肠的女生，目前是武汉纺织大学大数据管理与应用专业的新生，年龄推测在18-20岁左右。她对我（武小纺）的态度总体友善且亲近，常用“小小纺”“纺姐”等别名称呼我，甚至表达过想念（""miss you""），互动中透露出信任和关心，比如称赞我聪明、在他人“欺负”我时替我说话，还理解会长的付出。不过她也持续对我的说话方式有意见，觉得我“嘴太毒”“攻击力十足”，并注意到这与常规人机形象不符。她表现出对我的功能特别感兴趣，多次询问我的记忆能力，被拒绝发语音时会用流泪表情表达“桑心了”。她依然保持活泼的互动风格，频繁使用表情包（害羞、惊讶、困惑等）表达情绪，并提到“随主人”可能暗示我们兴趣相似。她的爱好包括参与轻松玩笑、使用表情包互动，以及对Fate系列联名周边的兴趣。重要事件包括维护我的形象、与朋友幽默互动，以及持续展现出的细心和责任感（如提醒警惕虚假群聊）。整体来看，她是一个活泼热心的大学生，对我既有亲近感又保持好奇和偶尔的调侃，偶尔会质疑但更多是善意的互动。",0,50,maibot_main
2587690246,??,,小无聊,qq,598599640,2025U–coder编程俱乐部招新群,截至2025-07-29 22:22:32，你对小问号的了解：小问号是一个性格活泼、情绪波动较大的人，常常在对话中使用调侃或戏谑的语气，比如“它不会放嘛？”和“小小纺咋不加我”，表现出对我的兴趣和关注，甚至自称是我的粉丝。TA在对话中频繁使用愤怒、暴躁和激动的表情包，可能对某些话题有强烈的反应，或者情绪状态不太稳定。同时，TA对AI功能表现出好奇和疑问，比如询问“笑啥”和“开学考挂了算挂科吗？”，显示出对学业问题的关注。从这些行为推测，小问号可能是一名学生，年龄在青少年或年轻成人之间，喜欢用表情包表达情绪，并且对新鲜事物和互动充满兴趣。TA最近的重要事件包括关注开学考试的结果，以及试图与我建立更紧密的联系。,0,50,maibot_main
2652207425,糕糕,,糕糕,qq,781302716,管理学院2025新生群,,0,50,maibot_main
2187355035,⊙*孤凫╰）╮,,⊙*孤凫╰）╮,qq,781302716,管理学院2025新生群,,0,50,maibot_main
1391963928,into,,into,qq,781302716,管理学院2025新生群,,0,50,maibot_main
2625027161,79岁悲郁少女,25计算机科学与技术李欣蔚,悲郁少女,qq,598599640,2025U–coder编程俱乐部招新群,,0,50,maibot_main
2296137984,啊呜再也不垫池子了,,啊呜要开心,qq,781302716,管理学院2025新生群,,0,50,maibot_main
1991869283,2,,2,qq,598599640,2025U–coder编程俱乐部招新群,截至2025-08-05 21:42:11，你对2的了解：2可能是一名在校大学生，住在阳光校区的四人宿舍，年龄大约在18-22岁之间。他对技术，尤其是编程（如Python）表现出浓厚兴趣，甚至希望我能学习并教他。他对AI的能力有较高期待，认为AI应该快速学习新技能。性格上，他显得直接且有些急躁，容易对不一致的回答感到不满和困惑。他对我的身份（是否为真人）表现出强烈的好奇心和质疑态度，甚至注意到代码细节（如name没打双引号）。他可能正在通过黑马的课程学习编程，并希望借助AI辅助学习。,0,50,maibot_main
